image_id,label,scene_type,variant,current_filename,current_format,resolution_type,score,final_label,source_difficulty,source_difficulty_source,source_difficulty_reason,variant_difficulty,variant_difficulty_source,variant_difficulty_reason,review_reason,stability_issue_type,needs_manual_review,source_path
ai_017,ai,indoor_home,png,ai_017_indoor_home_png.png,png,native,0.138900,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,none,true,data\test_images\day14_expansion\paired_format\ai_png\ai_017_indoor_home_png.png
ai_017,ai,indoor_home,jpg_q95,ai_017_indoor_home_jpg_q95.jpg,jpg,native,0.140484,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,none,true,data\test_images\day14_expansion\paired_format\ai_jpg\ai_017_indoor_home_jpg_q95.jpg
ai_018,ai,indoor_home,png,ai_018_indoor_home_png.png,png,native,0.154507,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,none,true,data\test_images\day14_expansion\paired_format\ai_png\ai_018_indoor_home_png.png
ai_018,ai,indoor_home,jpg_q95,ai_018_indoor_home_jpg_q95.jpg,jpg,native,0.155609,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,none,true,data\test_images\day14_expansion\paired_format\ai_jpg\ai_018_indoor_home_jpg_q95.jpg
ai_019,ai,indoor_home,png,ai_019_indoor_home_png.png,png,native,0.179842,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,format_and_resolution_flip,true,data\test_images\day14_expansion\paired_format\ai_png\ai_019_indoor_home_png.png
ai_019,ai,indoor_home,jpg_q95,ai_019_indoor_home_jpg_q95.jpg,jpg,native,0.182392,ai,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_score,AI variant score near decision boundary.,AI variant score near decision boundary.,format_and_resolution_flip,true,data\test_images\day14_expansion\paired_format\ai_jpg\ai_019_indoor_home_jpg_q95.jpg
ai_020,ai,indoor_home,png,ai_020_indoor_home_png.png,png,native,0.162374,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,none,true,data\test_images\day14_expansion\paired_format\ai_png\ai_020_indoor_home_png.png
ai_020,ai,indoor_home,jpg_q95,ai_020_indoor_home_jpg_q95.jpg,jpg,native,0.163685,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,none,true,data\test_images\day14_expansion\paired_format\ai_jpg\ai_020_indoor_home_jpg_q95.jpg
ai_021,ai,indoor_home,png,ai_021_indoor_home_png.png,png,native,0.167078,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,resolution_flip,true,data\test_images\day14_expansion\paired_format\ai_png\ai_021_indoor_home_png.png
ai_021,ai,indoor_home,jpg_q95,ai_021_indoor_home_jpg_q95.jpg,jpg,native,0.168238,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,resolution_flip,true,data\test_images\day14_expansion\paired_format\ai_jpg\ai_021_indoor_home_jpg_q95.jpg
ai_022,ai,indoor_home,png,ai_022_indoor_home_png.png,png,native,0.132865,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,none,true,data\test_images\day14_expansion\paired_format\ai_png\ai_022_indoor_home_png.png
ai_022,ai,indoor_home,jpg_q95,ai_022_indoor_home_jpg_q95.jpg,jpg,native,0.132116,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,none,true,data\test_images\day14_expansion\paired_format\ai_jpg\ai_022_indoor_home_jpg_q95.jpg
ai_023,ai,indoor_home,png,ai_023_indoor_home_png.png,png,native,0.157968,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,none,true,data\test_images\day14_expansion\paired_format\ai_png\ai_023_indoor_home_png.png
ai_023,ai,indoor_home,jpg_q95,ai_023_indoor_home_jpg_q95.jpg,jpg,native,0.158230,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,none,true,data\test_images\day14_expansion\paired_format\ai_jpg\ai_023_indoor_home_jpg_q95.jpg
ai_024,ai,indoor_home,png,ai_024_indoor_home_png.png,png,native,0.121859,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,none,true,data\test_images\day14_expansion\paired_format\ai_png\ai_024_indoor_home_png.png
ai_024,ai,indoor_home,jpg_q95,ai_024_indoor_home_jpg_q95.jpg,jpg,native,0.122925,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,none,true,data\test_images\day14_expansion\paired_format\ai_jpg\ai_024_indoor_home_jpg_q95.jpg
ai_025,ai,indoor_home,png,ai_025_indoor_home_png.png,png,native,0.167106,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,resolution_flip,true,data\test_images\day14_expansion\paired_format\ai_png\ai_025_indoor_home_png.png
ai_025,ai,indoor_home,jpg_q95,ai_025_indoor_home_jpg_q95.jpg,jpg,native,0.168455,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,resolution_flip,true,data\test_images\day14_expansion\paired_format\ai_jpg\ai_025_indoor_home_jpg_q95.jpg
ai_026,ai,indoor_home,png,ai_026_indoor_home_png.png,png,native,0.147618,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,resolution_flip,true,data\test_images\day14_expansion\paired_format\ai_png\ai_026_indoor_home_png.png
ai_026,ai,indoor_home,jpg_q95,ai_026_indoor_home_jpg_q95.jpg,jpg,native,0.148956,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,resolution_flip,true,data\test_images\day14_expansion\paired_format\ai_jpg\ai_026_indoor_home_jpg_q95.jpg
ai_027,ai,indoor_home,png,ai_027_indoor_home_png.png,png,native,0.142878,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,none,true,data\test_images\day14_expansion\paired_format\ai_png\ai_027_indoor_home_png.png
ai_027,ai,indoor_home,jpg_q95,ai_027_indoor_home_jpg_q95.jpg,jpg,native,0.144006,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,none,true,data\test_images\day14_expansion\paired_format\ai_jpg\ai_027_indoor_home_jpg_q95.jpg
ai_028,ai,indoor_home,png,ai_028_indoor_home_png.png,png,native,0.116275,real,hard,baseline_error,AI native image predicted as real.,hard,baseline_error,AI variant predicted as real.,AI variant predicted as real.,resolution_flip,true,data\test_images\day14_expansion\paired_format\ai_png\ai_028_indoor_home_png.png
ai_028,ai,indoor_home,jpg_q95,ai_028_indoor_home_jpg_q95.jpg,jpg,native,0.116493,real,hard,baseline_error,AI native image predicted as real.,hard,baseline_error,AI variant predicted as real.,AI variant predicted as real.,resolution_flip,true,data\test_images\day14_expansion\paired_format\ai_jpg\ai_028_indoor_home_jpg_q95.jpg
ai_029,ai,indoor_home,png,ai_029_indoor_home_png.png,png,native,0.150586,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,none,true,data\test_images\day14_expansion\paired_format\ai_png\ai_029_indoor_home_png.png
ai_029,ai,indoor_home,jpg_q95,ai_029_indoor_home_jpg_q95.jpg,jpg,native,0.148140,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,none,true,data\test_images\day14_expansion\paired_format\ai_jpg\ai_029_indoor_home_jpg_q95.jpg
ai_030,ai,indoor_home,png,ai_030_indoor_home_png.png,png,native,0.150396,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,none,true,data\test_images\day14_expansion\paired_format\ai_png\ai_030_indoor_home_png.png
ai_030,ai,indoor_home,jpg_q95,ai_030_indoor_home_jpg_q95.jpg,jpg,native,0.151092,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,none,true,data\test_images\day14_expansion\paired_format\ai_jpg\ai_030_indoor_home_jpg_q95.jpg
ai_031,ai,lowlight_weather,png,ai_031_lowlight_weather_png.png,png,native,0.197099,ai,hard,baseline_score,AI native score near decision boundary.,hard,baseline_score,AI variant score near decision boundary.,AI variant score near decision boundary.,none,true,data\test_images\day14_expansion\paired_format\ai_png\ai_031_lowlight_weather_png.png
ai_031,ai,lowlight_weather,jpg_q95,ai_031_lowlight_weather_jpg_q95.jpg,jpg,native,0.199049,ai,hard,baseline_score,AI native score near decision boundary.,hard,baseline_score,AI variant score near decision boundary.,AI variant score near decision boundary.,none,true,data\test_images\day14_expansion\paired_format\ai_jpg\ai_031_lowlight_weather_jpg_q95.jpg
ai_032,ai,lowlight_weather,png,ai_032_lowlight_weather_png.png,png,native,0.169755,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,resolution_flip,true,data\test_images\day14_expansion\paired_format\ai_png\ai_032_lowlight_weather_png.png
ai_032,ai,lowlight_weather,jpg_q95,ai_032_lowlight_weather_jpg_q95.jpg,jpg,native,0.168121,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,resolution_flip,true,data\test_images\day14_expansion\paired_format\ai_jpg\ai_032_lowlight_weather_jpg_q95.jpg
ai_033,ai,lowlight_weather,png,ai_033_lowlight_weather_png.png,png,native,0.135753,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,none,true,data\test_images\day14_expansion\paired_format\ai_png\ai_033_lowlight_weather_png.png
ai_033,ai,lowlight_weather,jpg_q95,ai_033_lowlight_weather_jpg_q95.jpg,jpg,native,0.133791,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,none,true,data\test_images\day14_expansion\paired_format\ai_jpg\ai_033_lowlight_weather_jpg_q95.jpg
ai_034,ai,lowlight_weather,png,ai_034_lowlight_weather_png.png,png,native,0.189248,ai,hard,baseline_score,AI native score near decision boundary.,hard,baseline_score,AI variant score near decision boundary.,AI variant score near decision boundary.,none,true,data\test_images\day14_expansion\paired_format\ai_png\ai_034_lowlight_weather_png.png
ai_034,ai,lowlight_weather,jpg_q95,ai_034_lowlight_weather_jpg_q95.jpg,jpg,native,0.191279,ai,hard,baseline_score,AI native score near decision boundary.,hard,baseline_score,AI variant score near decision boundary.,AI variant score near decision boundary.,none,true,data\test_images\day14_expansion\paired_format\ai_jpg\ai_034_lowlight_weather_jpg_q95.jpg
ai_035,ai,lowlight_weather,png,ai_035_lowlight_weather_png.png,png,native,0.194663,ai,hard,baseline_score,AI native score near decision boundary.,hard,baseline_score,AI variant score near decision boundary.,AI variant score near decision boundary.,none,true,data\test_images\day14_expansion\paired_format\ai_png\ai_035_lowlight_weather_png.png
ai_035,ai,lowlight_weather,jpg_q95,ai_035_lowlight_weather_jpg_q95.jpg,jpg,native,0.197107,ai,hard,baseline_score,AI native score near decision boundary.,hard,baseline_score,AI variant score near decision boundary.,AI variant score near decision boundary.,none,true,data\test_images\day14_expansion\paired_format\ai_jpg\ai_035_lowlight_weather_jpg_q95.jpg
ai_036,ai,lowlight_weather,png,ai_036_lowlight_weather_png.png,png,native,0.176653,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,resolution_flip,true,data\test_images\day14_expansion\paired_format\ai_png\ai_036_lowlight_weather_png.png
ai_036,ai,lowlight_weather,jpg_q95,ai_036_lowlight_weather_jpg_q95.jpg,jpg,native,0.178706,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,resolution_flip,true,data\test_images\day14_expansion\paired_format\ai_jpg\ai_036_lowlight_weather_jpg_q95.jpg
ai_037,ai,lowlight_weather,png,ai_037_lowlight_weather_png.png,png,native,0.153090,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,none,true,data\test_images\day14_expansion\paired_format\ai_png\ai_037_lowlight_weather_png.png
ai_037,ai,lowlight_weather,jpg_q95,ai_037_lowlight_weather_jpg_q95.jpg,jpg,native,0.152932,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,none,true,data\test_images\day14_expansion\paired_format\ai_jpg\ai_037_lowlight_weather_jpg_q95.jpg
ai_038,ai,lowlight_weather,png,ai_038_lowlight_weather_png.png,png,native,0.149874,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,resolution_flip,true,data\test_images\day14_expansion\paired_format\ai_png\ai_038_lowlight_weather_png.png
ai_038,ai,lowlight_weather,jpg_q95,ai_038_lowlight_weather_jpg_q95.jpg,jpg,native,0.150864,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,resolution_flip,true,data\test_images\day14_expansion\paired_format\ai_jpg\ai_038_lowlight_weather_jpg_q95.jpg
ai_039,ai,lowlight_weather,png,ai_039_lowlight_weather_png.png,png,native,0.170805,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,resolution_flip,true,data\test_images\day14_expansion\paired_format\ai_png\ai_039_lowlight_weather_png.png
ai_039,ai,lowlight_weather,jpg_q95,ai_039_lowlight_weather_jpg_q95.jpg,jpg,native,0.172570,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,resolution_flip,true,data\test_images\day14_expansion\paired_format\ai_jpg\ai_039_lowlight_weather_jpg_q95.jpg
ai_040,ai,lowlight_weather,png,ai_040_lowlight_weather_png.png,png,native,0.191503,ai,hard,baseline_score,AI native score near decision boundary.,hard,baseline_score,AI variant score near decision boundary.,AI variant score near decision boundary.,none,true,data\test_images\day14_expansion\paired_format\ai_png\ai_040_lowlight_weather_png.png
ai_040,ai,lowlight_weather,jpg_q95,ai_040_lowlight_weather_jpg_q95.jpg,jpg,native,0.192899,ai,hard,baseline_score,AI native score near decision boundary.,hard,baseline_score,AI variant score near decision boundary.,AI variant score near decision boundary.,none,true,data\test_images\day14_expansion\paired_format\ai_jpg\ai_040_lowlight_weather_jpg_q95.jpg
ai_041,ai,lowlight_weather,png,ai_041_lowlight_weather_png.png,png,native,0.215443,ai,hard,stability_flip,AI image label changed across format or resolution variants.,medium,baseline_score,AI variant predicted correctly but confidence is not strong enough.,AI image label changed across format or resolution variants.,resolution_flip,true,data\test_images\day14_expansion\paired_format\ai_png\ai_041_lowlight_weather_png.png
ai_041,ai,lowlight_weather,jpg_q95,ai_041_lowlight_weather_jpg_q95.jpg,jpg,native,0.213678,ai,hard,stability_flip,AI image label changed across format or resolution variants.,medium,baseline_score,AI variant predicted correctly but confidence is not strong enough.,AI image label changed across format or resolution variants.,resolution_flip,true,data\test_images\day14_expansion\paired_format\ai_jpg\ai_041_lowlight_weather_jpg_q95.jpg
ai_042,ai,lowlight_weather,png,ai_042_lowlight_weather_png.png,png,native,0.184919,ai,hard,baseline_score,AI native score near decision boundary.,hard,baseline_score,AI variant score near decision boundary.,AI variant score near decision boundary.,none,true,data\test_images\day14_expansion\paired_format\ai_png\ai_042_lowlight_weather_png.png
ai_042,ai,lowlight_weather,jpg_q95,ai_042_lowlight_weather_jpg_q95.jpg,jpg,native,0.186797,ai,hard,baseline_score,AI native score near decision boundary.,hard,baseline_score,AI variant score near decision boundary.,AI variant score near decision boundary.,none,true,data\test_images\day14_expansion\paired_format\ai_jpg\ai_042_lowlight_weather_jpg_q95.jpg
ai_043,ai,lowlight_weather,png,ai_043_lowlight_weather_png.png,png,native,0.136805,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,resolution_flip,true,data\test_images\day14_expansion\paired_format\ai_png\ai_043_lowlight_weather_png.png
ai_043,ai,lowlight_weather,jpg_q95,ai_043_lowlight_weather_jpg_q95.jpg,jpg,native,0.137148,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,resolution_flip,true,data\test_images\day14_expansion\paired_format\ai_jpg\ai_043_lowlight_weather_jpg_q95.jpg
ai_044,ai,lowlight_weather,png,ai_044_lowlight_weather_png.png,png,native,0.185578,ai,hard,baseline_score,AI native score near decision boundary.,hard,baseline_score,AI variant score near decision boundary.,AI variant score near decision boundary.,none,true,data\test_images\day14_expansion\paired_format\ai_png\ai_044_lowlight_weather_png.png
ai_044,ai,lowlight_weather,jpg_q95,ai_044_lowlight_weather_jpg_q95.jpg,jpg,native,0.187795,ai,hard,baseline_score,AI native score near decision boundary.,hard,baseline_score,AI variant score near decision boundary.,AI variant score near decision boundary.,none,true,data\test_images\day14_expansion\paired_format\ai_jpg\ai_044_lowlight_weather_jpg_q95.jpg
ai_045,ai,lowlight_weather,png,ai_045_lowlight_weather_png.png,png,native,0.170793,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,resolution_flip,true,data\test_images\day14_expansion\paired_format\ai_png\ai_045_lowlight_weather_png.png
ai_045,ai,lowlight_weather,jpg_q95,ai_045_lowlight_weather_jpg_q95.jpg,jpg,native,0.173650,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,resolution_flip,true,data\test_images\day14_expansion\paired_format\ai_jpg\ai_045_lowlight_weather_jpg_q95.jpg
ai_046,ai,nature_travel,png,ai_046_nature_travel_png.png,png,native,0.180959,ai,hard,baseline_score,AI native score near decision boundary.,hard,baseline_score,AI variant score near decision boundary.,AI variant score near decision boundary.,none,true,data\test_images\day14_expansion\paired_format\ai_png\ai_046_nature_travel_png.png
ai_046,ai,nature_travel,jpg_q95,ai_046_nature_travel_jpg_q95.jpg,jpg,native,0.182559,ai,hard,baseline_score,AI native score near decision boundary.,hard,baseline_score,AI variant score near decision boundary.,AI variant score near decision boundary.,none,true,data\test_images\day14_expansion\paired_format\ai_jpg\ai_046_nature_travel_jpg_q95.jpg
ai_047,ai,nature_travel,png,ai_047_nature_travel_png.png,png,native,0.187854,ai,hard,baseline_score,AI native score near decision boundary.,hard,baseline_score,AI variant score near decision boundary.,AI variant score near decision boundary.,none,true,data\test_images\day14_expansion\paired_format\ai_png\ai_047_nature_travel_png.png
ai_047,ai,nature_travel,jpg_q95,ai_047_nature_travel_jpg_q95.jpg,jpg,native,0.190122,ai,hard,baseline_score,AI native score near decision boundary.,hard,baseline_score,AI variant score near decision boundary.,AI variant score near decision boundary.,none,true,data\test_images\day14_expansion\paired_format\ai_jpg\ai_047_nature_travel_jpg_q95.jpg
ai_049,ai,nature_travel,png,ai_049_nature_travel_png.png,png,native,0.173427,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,resolution_flip,true,data\test_images\day14_expansion\paired_format\ai_png\ai_049_nature_travel_png.png
ai_049,ai,nature_travel,jpg_q95,ai_049_nature_travel_jpg_q95.jpg,jpg,native,0.175567,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,resolution_flip,true,data\test_images\day14_expansion\paired_format\ai_jpg\ai_049_nature_travel_jpg_q95.jpg
ai_050,ai,nature_travel,png,ai_050_nature_travel_png.png,png,native,0.190925,ai,hard,baseline_score,AI native score near decision boundary.,hard,baseline_score,AI variant score near decision boundary.,AI variant score near decision boundary.,none,true,data\test_images\day14_expansion\paired_format\ai_png\ai_050_nature_travel_png.png
ai_050,ai,nature_travel,jpg_q95,ai_050_nature_travel_jpg_q95.jpg,jpg,native,0.192958,ai,hard,baseline_score,AI native score near decision boundary.,hard,baseline_score,AI variant score near decision boundary.,AI variant score near decision boundary.,none,true,data\test_images\day14_expansion\paired_format\ai_jpg\ai_050_nature_travel_jpg_q95.jpg
ai_051,ai,nature_travel,png,ai_051_nature_travel_png.png,png,native,0.155712,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,none,true,data\test_images\day14_expansion\paired_format\ai_png\ai_051_nature_travel_png.png
ai_051,ai,nature_travel,jpg_q95,ai_051_nature_travel_jpg_q95.jpg,jpg,native,0.157299,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,none,true,data\test_images\day14_expansion\paired_format\ai_jpg\ai_051_nature_travel_jpg_q95.jpg
ai_052,ai,nature_travel,png,ai_052_nature_travel_png.png,png,native,0.178931,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,format_and_resolution_flip,true,data\test_images\day14_expansion\paired_format\ai_png\ai_052_nature_travel_png.png
ai_052,ai,nature_travel,jpg_q95,ai_052_nature_travel_jpg_q95.jpg,jpg,native,0.181410,ai,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_score,AI variant score near decision boundary.,AI variant score near decision boundary.,format_and_resolution_flip,true,data\test_images\day14_expansion\paired_format\ai_jpg\ai_052_nature_travel_jpg_q95.jpg
ai_053,ai,nature_travel,png,ai_053_nature_travel_png.png,png,native,0.184194,ai,hard,baseline_score,AI native score near decision boundary.,hard,baseline_score,AI variant score near decision boundary.,AI variant score near decision boundary.,none,true,data\test_images\day14_expansion\paired_format\ai_png\ai_053_nature_travel_png.png
ai_053,ai,nature_travel,jpg_q95,ai_053_nature_travel_jpg_q95.jpg,jpg,native,0.186550,ai,hard,baseline_score,AI native score near decision boundary.,hard,baseline_score,AI variant score near decision boundary.,AI variant score near decision boundary.,none,true,data\test_images\day14_expansion\paired_format\ai_jpg\ai_053_nature_travel_jpg_q95.jpg
ai_055,ai,nature_travel,png,ai_055_nature_travel_png.png,png,native,0.191976,ai,hard,baseline_score,AI native score near decision boundary.,hard,baseline_score,AI variant score near decision boundary.,AI variant score near decision boundary.,none,true,data\test_images\day14_expansion\paired_format\ai_png\ai_055_nature_travel_png.png
ai_055,ai,nature_travel,jpg_q95,ai_055_nature_travel_jpg_q95.jpg,jpg,native,0.194432,ai,hard,baseline_score,AI native score near decision boundary.,hard,baseline_score,AI variant score near decision boundary.,AI variant score near decision boundary.,none,true,data\test_images\day14_expansion\paired_format\ai_jpg\ai_055_nature_travel_jpg_q95.jpg
ai_057,ai,nature_travel,png,ai_057_nature_travel_png.png,png,native,0.189626,ai,hard,baseline_score,AI native score near decision boundary.,hard,baseline_score,AI variant score near decision boundary.,AI variant score near decision boundary.,none,true,data\test_images\day14_expansion\paired_format\ai_png\ai_057_nature_travel_png.png
ai_057,ai,nature_travel,jpg_q95,ai_057_nature_travel_jpg_q95.jpg,jpg,native,0.192657,ai,hard,baseline_score,AI native score near decision boundary.,hard,baseline_score,AI variant score near decision boundary.,AI variant score near decision boundary.,none,true,data\test_images\day14_expansion\paired_format\ai_jpg\ai_057_nature_travel_jpg_q95.jpg
ai_061,ai,object_closeup,png,ai_061_object_closeup_png.png,png,native,0.192626,ai,hard,baseline_score,AI native score near decision boundary.,hard,baseline_score,AI variant score near decision boundary.,AI variant score near decision boundary.,none,true,data\test_images\day14_expansion\paired_format\ai_png\ai_061_object_closeup_png.png
ai_061,ai,object_closeup,jpg_q95,ai_061_object_closeup_jpg_q95.jpg,jpg,native,0.195252,ai,hard,baseline_score,AI native score near decision boundary.,hard,baseline_score,AI variant score near decision boundary.,AI variant score near decision boundary.,none,true,data\test_images\day14_expansion\paired_format\ai_jpg\ai_061_object_closeup_jpg_q95.jpg
ai_062,ai,object_closeup,png,ai_062_object_closeup_png.png,png,native,0.196424,ai,hard,baseline_score,AI native score near decision boundary.,hard,baseline_score,AI variant score near decision boundary.,AI variant score near decision boundary.,none,true,data\test_images\day14_expansion\paired_format\ai_png\ai_062_object_closeup_png.png
ai_062,ai,object_closeup,jpg_q95,ai_062_object_closeup_jpg_q95.jpg,jpg,native,0.198349,ai,hard,baseline_score,AI native score near decision boundary.,hard,baseline_score,AI variant score near decision boundary.,AI variant score near decision boundary.,none,true,data\test_images\day14_expansion\paired_format\ai_jpg\ai_062_object_closeup_jpg_q95.jpg
ai_063,ai,object_closeup,png,ai_063_object_closeup_png.png,png,native,0.199658,ai,hard,baseline_score,AI native score near decision boundary.,hard,baseline_score,AI variant score near decision boundary.,AI variant score near decision boundary.,none,true,data\test_images\day14_expansion\paired_format\ai_png\ai_063_object_closeup_png.png
ai_063,ai,object_closeup,jpg_q95,ai_063_object_closeup_jpg_q95.jpg,jpg,native,0.201624,ai,hard,baseline_score,AI native score near decision boundary.,medium,baseline_score,AI variant predicted correctly but confidence is not strong enough.,AI native score near decision boundary.,none,true,data\test_images\day14_expansion\paired_format\ai_jpg\ai_063_object_closeup_jpg_q95.jpg
ai_064,ai,object_closeup,png,ai_064_object_closeup_png.png,png,native,0.139003,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,none,true,data\test_images\day14_expansion\paired_format\ai_png\ai_064_object_closeup_png.png
ai_064,ai,object_closeup,jpg_q95,ai_064_object_closeup_jpg_q95.jpg,jpg,native,0.139138,uncertain,hard,baseline_uncertain,AI native image entered uncertain zone.,hard,baseline_uncertain,AI variant entered uncertain zone.,AI variant entered uncertain zone.,none,true,data\test_images\day14_expansion\paired_format\ai_jpg\ai_064_object_closeup_jpg_q95.jpg
